0,1,2,3,4,5,6,7,8,9,10,11
14025,O,,,,murmur,encouragements,O,0.001298047,1,0.780487805,"0.7090163934426229
"
14026,O,,,,retell,sensation,O,0.000117379,1,0.780487805,"0.7090163934426229
"
14027,O,,,,have,slug,O,0.024667587,1,0.780487805,"0.7090163934426229
"
14028,O,,,,invade,mouth,O,0.305602103,1,0.780487805,"0.7090163934426229
"
14029,A,,,others,wait,turn,A,0.999373734,1,0.780487805,"0.7090163934426229
"
14030,O,,,,wait,turn,A,0.5,1,0.780487805,"0.7090163934426229
"
14031,A,,,laughter,greet,suggestions,A,0.933617353,1,0.780487805,"0.7090163934426229
"
14032,O,,,,greet,suggestions,A,0.736707926,1,0.780487805,"0.7090163934426229
"
14033,O,,,,receive,treatment,O,0.003149388,1,0.780487805,"0.7090163934426229
"
14034,A,,,Steven,measure,plaster,A,1,1,0.780487805,"0.7090163934426229
"
14035,O,,,,measure,plaster,O,0.007228847,1,0.780487805,"0.7090163934426229
"
14036,O,,,,use,putty,O,0.017964534,1,0.780487805,"0.7090163934426229
"
14037,O,,,,build,form,O,0.02234884,1,0.780487805,"0.7090163934426229
"
14038,O,,,,shore,gaps,O,0.000191568,1,0.780487805,"0.7090163934426229
"
14039,S,,,plaster,set,,O,0.000436882,1,0.780487805,"0.7090163934426229
"
14040,O,,,,visit,room,O,0.228469923,1,0.780487805,"0.7090163934426229
"
14041,A,,,Steven,pass,eye,A,0.988114953,1,0.780487805,"0.7090163934426229
"
14042,O,,,,pass,eye,O,0.106011517,1,0.780487805,"0.7090163934426229
"
14043,O,,,,point,gap,O,0.000969344,1,0.780487805,"0.7090163934426229
"
14044,O,,,,see,teeth,O,0.031315129,1,0.780487805,"0.7090163934426229
"
14045,A,,,Wikinews,interview,Christopher,A,0.999975562,1,0.780487805,"0.7090163934426229
"
14046,O,,,,interview,Christopher,O,0.098948367,1,0.780487805,"0.7090163934426229
"
14047,O,,,,have,qualifications,A,0.89852953,1,0.780487805,"0.7090163934426229
"
14048,O,,,,execute,duties,O,5.78E-06,1,0.780487805,"0.7090163934426229
"
14049,S-passive,,,qualifications,root,,A,0.518921435,1,0.780487805,"0.7090163934426229
"
14050,O,,,,take,Oath,O,0.401823819,1,0.780487805,"0.7090163934426229
"
14051,A,,,Politicians,profess,Oath,A,0.999999881,1,0.780487805,"0.7090163934426229
"
14052,O,,,,profess,Oath,O,0.157651082,1,0.780487805,"0.7090163934426229
"
14053,O,,,,pursue,agenda,O,0.013540159,1,0.780487805,"0.7090163934426229
"
14054,O,,,,reward,voters,A,0.958551168,1,0.780487805,"0.7090163934426229
"
14055,O,,,,effect,change,O,0.020660711,1,0.780487805,"0.7090163934426229
"
14056,O,,,,attend,Program,O,0.017088545,1,0.780487805,"0.7090163934426229
"
14057,A,,,Force,select,Officers,A,0.999978542,1,0.780487805,"0.7090163934426229
"
14058,O,,,,select,Officers,A,0.999981046,1,0.780487805,"0.7090163934426229
"
14059,O,,,,assign,fighter,A,0.986999214,1,0.780487805,"0.7090163934426229
"
14060,O,,,,have,response,O,0.000960047,1,0.780487805,"0.7090163934426229
"
14061,O,,,,fly,aircraft,O,0.43015638,1,0.780487805,"0.7090163934426229
"
14062,A,,,Congress,prove,itself,A,0.999999404,1,0.780487805,"0.7090163934426229
"
14063,O,,,,make,difference,A,0.99117744,1,0.780487805,"0.7090163934426229
"
14064,O,,,,have,Pulpit,O,0.001117869,1,0.780487805,"0.7090163934426229
"
14065,A,,,President,have,pulpit,A,1,1,0.780487805,"0.7090163934426229
"
14066,O,,,,have,pulpit,A,0.998936474,1,0.780487805,"0.7090163934426229
"
14067,O,,,,make,politics,O,0.030227369,1,0.780487805,"0.7090163934426229
"
14068,S,,,ties,date,,A,0.999991417,1,0.780487805,"0.7090163934426229
"
14069,S-expletive,,,difference,be,,A,0.9175632,1,0.780487805,"0.7090163934426229
"
14070,A,,,candidates,have,success,A,0.627081394,1,0.780487805,"0.7090163934426229
"
14071,O,,,,have,success,O,0.000274119,1,0.780487805,"0.7090163934426229
"
14072,O,,,,lead,party,A,0.827326894,1,0.780487805,"0.7090163934426229
"
14073,O,,,,make,impact,O,0.005140525,1,0.780487805,"0.7090163934426229
"
14074,O,,,,raise,money,O,0.023497812,1,0.780487805,"0.7090163934426229
"
14075,O,,,,receive,nomination,O,0.001067511,1,0.780487805,"0.7090163934426229
"
14076,O,,,,back,nominee,O,0.047699317,1,0.780487805,"0.7090163934426229
"
14077,O,,,,support,candidates,O,0.276530772,1,0.780487805,"0.7090163934426229
"
14078,S,,,Barack,do,,A,0.99999547,1,0.780487805,"0.7090163934426229
"
14079,A,,,President,have,agenda,A,1,1,0.780487805,"0.7090163934426229
"
14080,O,,,,have,agenda,O,0.001882996,1,0.780487805,"0.7090163934426229
"
14081,O,,,,represent,wing,O,0.052614983,1,0.780487805,"0.7090163934426229
"
14082,O,,,,further,agenda,O,0.00136442,1,0.780487805,"0.7090163934426229
"
14083,O,,,,alter,law,O,0.111583196,1,0.780487805,"0.7090163934426229
"
14084,O,,,,accommodate,blocs,O,0.169865802,1,0.780487805,"0.7090163934426229
"
14085,O,,,,enforce,laws,O,0.01261179,1,0.780487805,"0.7090163934426229
"
14086,O,,,,constitute,presidency,O,0.021108525,1,0.780487805,"0.7090163934426229
"
14087,O,,,,achieve,goals,O,0.010395297,1,0.780487805,"0.7090163934426229
"
14088,A,,,Courts,return,government,O,0.00050108,1,0.780487805,"0.7090163934426229
"
14089,O,,,,return,government,O,0.055711053,1,0.780487805,"0.7090163934426229
"
14090,O,,,,implement,System,O,0.142916158,1,0.780487805,"0.7090163934426229
"
14091,O,,,,allow,Americans,A,0.999841452,1,0.780487805,"0.7090163934426229
"
14092,O,,,,close,Loopholes,A,0.992237985,1,0.780487805,"0.7090163934426229
"
14093,O,,,,put,system,O,0.010817214,1,0.780487805,"0.7090163934426229
"
14094,O,,,,pass,program,A,0.97511965,1,0.780487805,"0.7090163934426229
"
14095,O,,,,lift,people,O,0.008959538,1,0.780487805,"0.7090163934426229
"
14096,O,,,,return,America,A,0.999640465,1,0.780487805,"0.7090163934426229
"
14097,O,,,,see,individuals,A,0.99870646,1,0.780487805,"0.7090163934426229
"
14098,O,,,,bring,People,A,0.604448736,1,0.780487805,"0.7090163934426229
"
14099,O,,,,make,nation,A,0.999835968,1,0.780487805,"0.7090163934426229
"
14100,O,,,,have,decades,O,0.003670332,1,0.780487805,"0.7090163934426229
"
14101,O,,,,pass,opportunities,O,0.247416794,1,0.780487805,"0.7090163934426229
"
14102,O,,,,keep,promise,O,4.14E-05,1,0.780487805,"0.7090163934426229
"
14103,A,,,Wikinews,interview,Robert,A,1,1,0.780487805,"0.7090163934426229
"
14104,O,,,,interview,Robert,A,0.999462783,1,0.780487805,"0.7090163934426229
"
14105,A,,,Attorney,answer,questions,A,0.999998331,1,0.780487805,"0.7090163934426229
"
14106,O,,,,answer,questions,O,0.007465662,1,0.780487805,"0.7090163934426229
"
14107,A,,,Sarvis,garner,digits,A,0.999067128,1,0.780487805,"0.7090163934426229
"
14108,O,,,,garner,digits,O,0.453752846,1,0.780487805,"0.7090163934426229
"
14109,A,,,poll,place,him,A,0.993066907,1,0.780487805,"0.7090163934426229
"
14110,O,,,,win,election,A,0.712307572,1,0.780487805,"0.7090163934426229
"
14111,O,,,,replace,governor,O,0.000618648,1,0.780487805,"0.7090163934426229
"
14112,S,,,Sarvis,note,,O,0.295842648,1,0.780487805,"0.7090163934426229
"
14113,O,,,,favor,choice,O,6.54E-06,1,0.780487805,"0.7090163934426229
"
14114,A,,,Sarvis,discuss,background,A,0.753992856,1,0.780487805,"0.7090163934426229
"
14115,O,,,,discuss,background,O,0.297807097,1,0.780487805,"0.7090163934426229
"
14116,O,,,,implement,agenda,O,6.22E-06,1,0.780487805,"0.7090163934426229
"
14117,S,,,voters,know,,A,0.5,1,0.780487805,"0.7090163934426229
"
14118,O,,,,embody,diversity,O,0.008882724,1,0.780487805,"0.7090163934426229
"
14119,O,,,,study,economics,O,0.0009389,1,0.780487805,"0.7090163934426229
"
14120,O,,,,understand,issues,O,0.131112412,1,0.780487805,"0.7090163934426229
"
14121,O,,,,face,Virginia,A,0.986610234,1,0.780487805,"0.7090163934426229
"
14122,O,,,,offer,solutions,O,0.002117746,1,0.780487805,"0.7090163934426229
"
14123,S,,,Bob,do,,A,0.985681534,1,0.780487805,"0.7090163934426229
"
14124,S,,,McDonnell,do,,A,1,1,0.780487805,"0.7090163934426229
"
14125,O,,,,want,increases,O,0.169228047,1,0.780487805,"0.7090163934426229
"
14126,O,,,,accept,bill,O,0.400679439,1,0.780487805,"0.7090163934426229
"
14127,O,,,,have,flaws,A,0.659475267,1,0.780487805,"0.7090163934426229
"
14128,O,,,,prioritize,spending,O,0.282501101,1,0.780487805,"0.7090163934426229
"
14129,O,,,,seek,making,O,0.045074802,1,0.780487805,"0.7090163934426229
"
14130,O,,,,show,leadership,O,0.001004153,1,0.780487805,"0.7090163934426229
"
14131,O,,,,show,lapses,O,0.015937194,1,0.780487805,"0.7090163934426229
"
14132,O,,,,attribute,success,O,0.000753374,1,0.780487805,"0.7090163934426229
"
14133,A,,,Voters,see,system,A,0.999727905,1,0.780487805,"0.7090163934426229
"
14134,O,,,,see,system,O,0.061112635,1,0.780487805,"0.7090163934426229
"
14135,A,,,Voters,see,nominees,A,0.999826849,1,0.780487805,"0.7090163934426229
"
14136,O,,,,see,nominees,A,0.942066014,1,0.780487805,"0.7090163934426229
"
14137,O,,,,want,something,O,5.18E-07,1,0.780487805,"0.7090163934426229
"
14138,S,,,Voters,know,,A,1,1,0.780487805,"0.7090163934426229
"
14139,O,,,,understand,issues,O,0.269946724,1,0.780487805,"0.7090163934426229
"
14140,O,,,,have,solutions,O,0.044518732,1,0.780487805,"0.7090163934426229
"
14141,A,,,People,like,fact,A,0.999994874,1,0.780487805,"0.7090163934426229
"
14142,O,,,,like,fact,A,0.952356219,1,0.780487805,"0.7090163934426229
"
14143,O,,,,implement,agenda,O,0.000358957,1,0.780487805,"0.7090163934426229
"
14144,S-expletive,,,precedents,be,,O,0.144932806,1,0.780487805,"0.7090163934426229
"
14145,A,,,governor,have,effectiveness,O,0.000397367,1,0.780487805,"0.7090163934426229
"
14146,O,,,,have,effectiveness,O,0.000455883,1,0.780487805,"0.7090163934426229
"
14147,A,,,Libertarians,share,positions,A,1,1,0.780487805,"0.7090163934426229
"
14148,O,,,,share,positions,O,1.61E-08,1,0.780487805,"0.7090163934426229
"
14149,O,,,,get,aspects,O,0.087634422,1,0.780487805,"0.7090163934426229
"
14150,O,,,,reject,parts,O,0.000267275,1,0.780487805,"0.7090163934426229
"
14151,O,,,,elect,governor,O,0.013682655,1,0.780487805,"0.7090163934426229
"
14152,O,,,,represent,repudiation,O,0.012578924,1,0.780487805,"0.7090163934426229
"
14153,A,,,legislators,face,constraints,O,0.472462237,1,0.780487805,"0.7090163934426229
"
14154,O,,,,face,constraints,O,0.000616707,1,0.780487805,"0.7090163934426229
"
14155,S,,,people,assume,,O,0.002382921,1,0.780487805,"0.7090163934426229
"
14156,O,,,,admire,Governor(s),A,0.952886522,1,0.780487805,"0.7090163934426229
"
14157,A,,,NASA,celebrate,anniversary,A,1,1,0.780487805,"0.7090163934426229
"
14158,O,,,,celebrate,anniversary,O,0.385207236,1,0.780487805,"0.7090163934426229
"
14159,O,,,,announce,homes,A,0.848570466,1,0.780487805,"0.7090163934426229
"
14160,A,,,Administrator,announce,where,A,0.999999881,1,0.780487805,"0.7090163934426229
"
14161,S-passive,,,orbiters,display,,A,0.907735229,1,0.780487805,"0.7090163934426229
"
14162,O,,,,commemorate,anniversay,O,0.101435289,1,0.780487805,"0.7090163934426229
"
14163,A,,,NASA,celebrate,launch,A,1,1,0.780487805,"0.7090163934426229
"
14164,O,,,,celebrate,launch,A,0.996837854,1,0.780487805,"0.7090163934426229
"
14165,S,,,Columbia,lift,,A,0.997646272,1,0.780487805,"0.7090163934426229
"
14166,A,,,NASA,hold,ceremony,A,0.999999881,1,0.780487805,"0.7090163934426229
"
14167,O,,,,hold,ceremony,A,0.999969482,1,0.780487805,"0.7090163934426229
"
14168,O,,,,commemorate,date,O,0.002732232,1,0.780487805,"0.7090163934426229
"
14169,A,,,Administrator,announce,locations,A,0.979444385,1,0.780487805,"0.7090163934426229
"
14170,O,,,,announce,locations,O,0.000935804,1,0.780487805,"0.7090163934426229
"
14171,O,,,,give,orbiters,A,0.681737959,1,0.780487805,"0.7090163934426229
"
14172,O,,,,follow,end,O,0.008476807,1,0.780487805,"0.7090163934426229
"
14173,S-passive,,,orbiter,relocate,,A,0.999999166,1,0.780487805,"0.7090163934426229
"
14174,A,,,Discovery,take,place,A,0.999999642,1,0.780487805,"0.7090163934426229
"
14175,O,,,,take,place,O,1.06E-06,1,0.780487805,"0.7090163934426229
"
14176,S-passive,,,Discovery,retire,,A,1,1,0.780487805,"0.7090163934426229
"
14177,O,,,,follow,completion,O,6.80E-06,1,0.780487805,"0.7090163934426229
"
14178,A,,,Discovery,undergo,decommissioning,A,0.999974728,1,0.780487805,"0.7090163934426229
"
14179,O,,,,undergo,decommissioning,A,0.58732605,1,0.780487805,"0.7090163934426229
"
14180,O,,,,remove,materials,O,0.000232363,1,0.780487805,"0.7090163934426229
"
14181,S,,,Columbia,lift,,A,0.949573457,1,0.780487805,"0.7090163934426229
"
14182,S-passive,,,Endeavour,send,,A,0.999999642,1,0.780487805,"0.7090163934426229
"
14183,S,,,Atlantis,go,,A,0.99877888,1,0.780487805,"0.7090163934426229
"
14184,S-passive,,,Columbia,lose,,A,1,1,0.780487805,"0.7090163934426229
"
14185,O,,,,kill,astronauts,O,0.00139629,1,0.780487805,"0.7090163934426229
"
14186,S-passive,,,Challenger,lose,,A,0.999999881,1,0.780487805,"0.7090163934426229
"
14187,O,,,,express,interest,O,0.022529656,1,0.780487805,"0.7090163934426229
"
14188,S,,,Bolden,say,,A,0.978217781,1,0.780487805,"0.7090163934426229
"
14189,O,,,,contain,employees,O,0.309874028,1,0.780487805,"0.7090163934426229
"
14190,A,,,choices,provide,number,O,0.000677847,1,0.780487805,"0.7090163934426229
"
14191,O,,,,provide,number,O,0.00562331,1,0.780487805,"0.7090163934426229
"
14192,A,,,facilities,have,legacy,A,0.999978423,1,0.780487805,"0.7090163934426229
"
14193,O,,,,have,legacy,O,0.003436433,1,0.780487805,"0.7090163934426229
"
14194,O,,,,preserve,artifacts,O,0.00202434,1,0.780487805,"0.7090163934426229
"
14195,O,,,,provide,access,O,0.002880879,1,0.780487805,"0.7090163934426229
"
14196,A,,,choices,provide,number,O,0.000677847,1,0.780487805,"0.7090163934426229
"
14197,O,,,,provide,number,O,0.072557278,1,0.780487805,"0.7090163934426229
"
14198,O,,,,approach,mission,O,0.009893271,1,0.780487805,"0.7090163934426229
"
14199,A,,,Senator,issue,statement,A,0.999995947,1,0.780487805,"0.7090163934426229
"
14200,O,,,,issue,statement,O,6.45E-07,1,0.780487805,"0.7090163934426229
"
14201,O,,,,slight,Center,A,0.967376351,1,0.780487805,"0.7090163934426229
"
14202,A,,,Houston,play,role,A,1,1,0.780487805,"0.7090163934426229
"
14203,O,,,,play,role,O,0.007443429,1,0.780487805,"0.7090163934426229
"
14204,A,,,favors,trump,sense,O,0.00519021,1,0.780487805,"0.7090163934426229
"
14205,O,,,,trump,sense,A,0.853479862,1,0.780487805,"0.7090163934426229
"
14206,S,,,statement,add,,O,0.000688283,1,0.780487805,"0.7090163934426229
"
14207,S-expletive,,,question,be,,O,0.00225484,1,0.780487805,"0.7090163934426229
"
14208,S-passive,,,Houston,select,,A,1,1,0.780487805,"0.7090163934426229
"
14209,A,,,Administrator,state,much,A,0.507727385,1,0.780487805,"0.7090163934426229
"
14210,A,,,JSC,recieve,seats,A,0.670734823,1,0.780487805,"0.7090163934426229
"
14211,O,,,,recieve,seats,O,0.000206946,1,0.780487805,"0.7090163934426229
"
14212,S-passive,,,Museum,propose,,A,0.999974489,1,0.780487805,"0.7090163934426229
"
14213,O,,,,build,building,O,0.00746491,1,0.780487805,"0.7090163934426229
"
14214,O,,,,house,orbiter,A,0.702997506,1,0.780487805,"0.7090163934426229
"
14215,S,,,Governor,say,,A,0.999986172,1,0.780487805,"0.7090163934426229
"
14216,A,,,Museum,put,amount,A,0.937620997,1,0.780487805,"0.7090163934426229
"
14217,O,,,,put,amount,O,9.20E-05,1,0.780487805,"0.7090163934426229
"
14218,O,,,,land,shuttle,A,0.993219078,1,0.780487805,"0.7090163934426229
"
14219,O,,,,transport,shuttles,A,0.999917746,1,0.780487805,"0.7090163934426229
"
14220,A,,,NASA,choose,them,A,1,1,0.780487805,"0.7090163934426229
"
14221,A,,,Endeavour,await,journey,A,0.999985218,1,0.780487805,"0.7090163934426229
"
14222,O,,,,await,journey,O,9.82E-05,1,0.780487805,"0.7090163934426229
"
14223,A,,,trainer,call,Museum,O,0.209171891,1,0.780487805,"0.7090163934426229
"
14224,S-passive,,,astronaut,train,,O,0.002420853,1,0.780487805,"0.7090163934426229
"
14225,O,,,,call,Museum,A,0.628369272,1,0.780487805,"0.7090163934426229
"
14226,A,,,addition,allow,visitors,A,0.860871732,1,0.780487805,"0.7090163934426229
"
14227,O,,,,allow,visitors,A,0.933799565,1,0.780487805,"0.7090163934426229
"
14228,O,,,,experience,training,O,0.052918721,1,0.780487805,"0.7090163934426229
"
14229,A,,,astronauts,get,that,O,0.001413746,1,0.780487805,"0.7090163934426229
"
14230,S-passive,,,Visitors,allow,,A,1,1,0.780487805,"0.7090163934426229
"
14231,O,,,,inspire,people,O,0.332617849,1,0.780487805,"0.7090163934426229
"
14232,A,,,items,include,simulators,A,0.953410923,1,0.780487805,"0.7090163934426229
"
14233,O,,,,include,simulators,A,0.848240912,1,0.780487805,"0.7090163934426229
"
14234,A,,,NASA,offer,tiles,A,0.999999642,1,0.780487805,"0.7090163934426229
"
14235,O,,,,offer,tiles,O,0.011537059,1,0.780487805,"0.7090163934426229
"
14236,O,,,,share,technology,O,0.000335397,1,0.780487805,"0.7090163934426229
"
14237,S,,,anniversary,coincide,,A,0.996643782,1,0.780487805,"0.7090163934426229
"
14238,S,,,Yuri,lift,,A,0.935498953,1,0.780487805,"0.7090163934426229
"
14239,S-passive,,,document,find,,A,0.832265854,1,0.780487805,"0.7090163934426229
"
14240,S-passive,,,document,find,,A,0.5,1,0.780487805,"0.7090163934426229
"
14241,S-passive,,,document,find,,A,0.965466678,1,0.780487805,"0.7090163934426229
"
14242,A,,,document,detail,vulnerabilities,A,0.5,1,0.780487805,"0.7090163934426229
"
14243,O,,,,have,stamp,O,0.019686136,1,0.780487805,"0.7090163934426229
"
14244,O,,,,detail,vulnerabilities,O,7.26E-05,1,0.780487805,"0.7090163934426229
"
14245,O,,,,track,breakers,O,9.15E-08,1,0.780487805,"0.7090163934426229
"
14246,O,,,,shut,system,O,0.238451421,1,0.780487805,"0.7090163934426229
"
14247,O,,,,delete,information,O,0.014611844,1,0.780487805,"0.7090163934426229
"
14248,O,,,,affect,prosecution,O,4.28E-07,1,0.780487805,"0.7090163934426229
"
14249,S-passive,,,database,unveil,,A,0.97853148,1,0.780487805,"0.7090163934426229
"
14250,O,,,,add,words,O,0.003094794,1,0.780487805,"0.7090163934426229
"
14251,S,,,spokesperson,say,,A,1,1,0.780487805,"0.7090163934426229
"
14252,O,,,,have,conclusion,O,2.45E-07,1,0.780487805,"0.7090163934426229
"
14253,A,,,Minister,ask,how,A,0.999996066,1,0.780487805,"0.7090163934426229
"
14254,O,,,,ask,officials,A,0.998835504,1,0.780487805,"0.7090163934426229
"
14255,S,,,documents,wind,,O,0.000739098,1,0.780487805,"0.7090163934426229
"
14256,O,,,,tell,things,O,0.033371847,1,0.780487805,"0.7090163934426229
"
14257,S,,,Baird,say,,A,0.996471882,1,0.780487805,"0.7090163934426229
"
14258,A,,,spokeswoman,tell,News,A,1,1,0.780487805,"0.7090163934426229
"
14259,O,,,,tell,News,A,0.997190654,1,0.780487805,"0.7090163934426229
"
14260,S,,,department,look,,A,0.677463949,1,0.780487805,"0.7090163934426229
"
14261,O,,,,take,security,O,0.417571634,1,0.780487805,"0.7090163934426229
"
14262,O,,,,give,details,A,0.525035858,1,0.780487805,"0.7090163934426229
"
14263,S,,,papers,come,,O,0.004837158,1,0.780487805,"0.7090163934426229
"
14264,S,,,Paul,say,,A,1,1,0.780487805,"0.7090163934426229
"
14265,A,,,lapses,raise,questions,O,0.350579172,1,0.780487805,"0.7090163934426229
"
14266,O,,,,raise,questions,O,0.109178416,1,0.780487805,"0.7090163934426229
"
14267,O,,,,secure,documents,O,1.40E-06,1,0.780487805,"0.7090163934426229
"
14268,S,,,Dewar,say,,A,1,1,0.780487805,"0.7090163934426229
"
14269,S,,,bureaucrats,complain,,A,0.986422956,1,0.780487805,"0.7090163934426229
"
14270,O,,,,share,information,O,5.81E-05,1,0.780487805,"0.7090163934426229
"
14271,S-passive,,,document,find,,O,0.463998407,1,0.780487805,"0.7090163934426229
"
14272,S,,,government,say,,O,0.486153305,1,0.780487805,"0.7090163934426229
"
14273,S-passive,,,government,consume,,A,0.999800503,1,0.780487805,"0.7090163934426229
"
14274,O,,,,get,fundamentals,O,0.000951016,1,0.780487805,"0.7090163934426229
"
14275,S,,,Dewar,say,,A,0.574406922,1,0.780487805,"0.7090163934426229
"
14276,S-passive,,,bundle,find,,A,0.983901322,1,0.780487805,"0.7090163934426229
"
14277,S-passive,,,Maxime,force,,A,0.997351885,1,0.780487805,"0.7090163934426229
"
14278,O,,,,leave,documents,O,8.42E-05,1,0.780487805,"0.7090163934426229
"
14279,O,,,,have,ties,O,0.025634214,1,0.780487805,"0.7090163934426229
"
14280,S-passive,,,document,find,,A,0.563691676,1,0.780487805,"0.7090163934426229
"
14281,S,,,feds,say,,A,0.992242634,1,0.780487805,"0.7090163934426229
"
14282,S-passive,,,report,find,,A,0.999993324,1,0.780487805,"0.7090163934426229
"
14283,S,,,MP,call,,A,0.999999881,1,0.780487805,"0.7090163934426229
"
14284,A,,,year,confirm,importance,A,0.999778926,1,0.780487805,"0.7090163934426229
"
14285,O,,,,confirm,importance,O,0.008035108,1,0.780487805,"0.7090163934426229
"
14286,O,,,,address,problems,O,0.018371629,1,0.780487805,"0.7090163934426229
"
14287,A,,,crisis,require,action,A,0.944173872,1,0.780487805,"0.7090163934426229
"
14288,O,,,,require,action,O,0.000438735,1,0.780487805,"0.7090163934426229
"
14289,S,,,action,continue,,O,0.043081302,1,0.780487805,"0.7090163934426229
"
14290,O,,,,witness,changes,O,7.04E-05,1,0.780487805,"0.7090163934426229
"
14291,S-passive,,,Pressure,drive,,A,0.999968052,1,0.780487805,"0.7090163934426229
"
14292,O,,,,choose,fate,A,0.718287706,1,0.780487805,"0.7090163934426229
"
14293,O,,,,improve,chances,O,0.00287547,1,0.780487805,"0.7090163934426229
"
14294,O,,,,pay,tribute,O,0.096867822,1,0.780487805,"0.7090163934426229
"
14295,A,,,thousands,lose,lives,A,0.999660015,1,0.780487805,"0.7090163934426229
"
14296,O,,,,lose,lives,A,0.540202558,1,0.780487805,"0.7090163934426229
"
14297,A,,,Austria,condemn,violations,A,0.95781678,1,0.780487805,"0.7090163934426229
"
14298,O,,,,condemn,violations,O,4.61E-05,1,0.780487805,"0.7090163934426229
"
14299,O,,,,stop,bloodshed,O,0.000224034,1,0.780487805,"0.7090163934426229
"
14300,A,,,Austria,support,people,A,0.99243778,1,0.780487805,"0.7090163934426229
"
14301,O,,,,support,people,O,0.064650849,1,0.780487805,"0.7090163934426229
"
14302,A,,,Government,provide,medicine,A,0.999997258,1,0.780487805,"0.7090163934426229
"
14303,O,,,,provide,medicine,O,0.150104851,1,0.780487805,"0.7090163934426229
"
14304,S,,,community,have,,A,0.998742044,1,0.780487805,"0.7090163934426229
"
14305,O,,,,support,process,O,4.24E-05,1,0.780487805,"0.7090163934426229
"
14306,S,,,Nations,do,,A,0.999998689,1,0.780487805,"0.7090163934426229
"
14307,S,,,period,last,,A,0.960944235,1,0.780487805,"0.7090163934426229
"
14308,A,,,Austria,welcome,efforts,A,0.999867916,1,0.780487805,"0.7090163934426229
"
14309,O,,,,welcome,efforts,O,0.339046538,1,0.780487805,"0.7090163934426229
"
14310,O,,,,encourage,authorities,O,0.068663962,1,0.780487805,"0.7090163934426229
"
14311,O,,,,create,framework,O,0.008063815,1,0.780487805,"0.7090163934426229
"
14312,O,,,,fulfil,mandate,O,0.340644002,1,0.780487805,"0.7090163934426229
"
14313,A,,,East,take,stage,A,0.994735181,1,0.780487805,"0.7090163934426229
"
14314,O,,,,take,stage,O,0.000717811,1,0.780487805,"0.7090163934426229
"
14315,O,,,,build,trust,A,0.980004609,1,0.780487805,"0.7090163934426229
"
14316,O,,,,foster,belief,O,0.000242724,1,0.780487805,"0.7090163934426229
"
14317,A-passive,,,settlement,achieve,that,O,0.296444774,1,0.780487805,"0.7090163934426229
"
14318,O,,,,have,choice,O,0.043204822,1,0.780487805,"0.7090163934426229
"
14319,A,,,Quartet,show,way,A,0.968393028,1,0.780487805,"0.7090163934426229
"
14320,O,,,,show,way,O,0.00155347,1,0.780487805,"0.7090163934426229
"
14321,O,,,,propose,timelines,O,0.001785654,1,0.780487805,"0.7090163934426229
"
14322,A,,,Austria,support,statement,A,0.999906301,1,0.780487805,"0.7090163934426229
"
14323,O,,,,support,statement,O,1.78E-05,1,0.780487805,"0.7090163934426229
"
14324,S-expletive,,,time,be,,O,0.10512539,1,0.780487805,"0.7090163934426229
"
14325,A,,,Austria,welcome,choice,A,0.99980098,1,0.780487805,"0.7090163934426229
"
14326,O,,,,welcome,choice,O,4.84E-06,1,0.780487805,"0.7090163934426229
"
14327,O,,,,appreciate,record,O,0.009086772,1,0.780487805,"0.7090163934426229
"
14328,A,,,anniversary,remind,us,O,0.155261815,1,0.780487805,"0.7090163934426229
"
14329,S,,,promise,come,,O,1.97E-07,1,0.780487805,"0.7090163934426229
"
14330,O,,,,maintain,peace,O,0.144120321,1,0.780487805,"0.7090163934426229
"
14331,O,,,,intensify,efforts,O,0.042981729,1,0.780487805,"0.7090163934426229
"
14332,O,,,,mention,contribution,O,0.002192646,1,0.780487805,"0.7090163934426229
"
14333,O,,,,invite,makers,A,0.980547547,1,0.780487805,"0.7090163934426229
"
14334,S,,,Austria,manage,,A,0.807771862,1,0.780487805,"0.7090163934426229
"
14335,O,,,,offer,sides,A,0.621264815,1,0.780487805,"0.7090163934426229
"
14336,O,,,,offer,platform,O,0.003169535,1,0.780487805,"0.7090163934426229
"
14337,A,,,Sudan,have,past,A,1,1,0.780487805,"0.7090163934426229
"
14338,O,,,,have,past,A,0.974755824,1,0.780487805,"0.7090163934426229
"
14339,O,,,,resolve,problems,A,0.958025694,1,0.780487805,"0.7090163934426229
"
14340,S,,,headquarters,serve,,A,0.999996424,1,0.780487805,"0.7090163934426229
"
14341,S,,,office,open,,O,0.167803869,1,0.780487805,"0.7090163934426229
"
14342,A,,,Academy,set,headquarters,A,0.93786031,1,0.780487805,"0.7090163934426229
"
14343,O,,,,set,headquarters,O,0.454791576,1,0.780487805,"0.7090163934426229
"
14344,S-passive,,,Centre,establish,,O,0.08800301,1,0.780487805,"0.7090163934426229
"
14345,S,,,Austria,stand,,A,0.997166336,1,0.780487805,"0.7090163934426229
"
14346,O,,,,achieve,access,O,0.000112773,1,0.780487805,"0.7090163934426229
"
14347,O,,,,double,rate,O,0.004251154,1,0.780487805,"0.7090163934426229
"
14348,A,,,Austria,provide,support,A,0.993443012,1,0.780487805,"0.7090163934426229
"
14349,O,,,,provide,support,A,0.999331892,1,0.780487805,"0.7090163934426229
"
14350,O,,,,host,Forum,A,0.999974608,1,0.780487805,"0.7090163934426229
"
