0,1,2,3,4,5,6,7,8,9,10,11,12
11022,O,"""Acc",,,,umbla,pinii,O,0.023733895,3,0.802325581,"0.8336557059961315
"
11023,S,,,peisaj,putea,,A,0.886966765,3,0.802325581,"0.8336557059961315
",
11024,O,"""Acc",,,,alunga,frământarea,O,0.043111075,3,0.802325581,"0.8336557059961315
"
11025,S,"""Acc",,,oamenii,putea,,O,0.216995835,3,0.802325581,"0.8336557059961315
"
11026,O,"""Acc",,,,suporta,frumusețe,O,0.05442908,3,0.802325581,"0.8336557059961315
"
11027,O,,,,putea,fel,O,2.20E-06,3,0.802325581,"0.8336557059961315
",
11028,O,"""Acc",,,,avea,soră,O,0.378954023,3,0.802325581,"0.8336557059961315
"
11029,O,"""Acc",,,,vedea,poiana,O,0.002710679,3,0.802325581,"0.8336557059961315
"
11030,O,"""Acc",,,,apropia,apă,O,1.17E-08,3,0.802325581,"0.8336557059961315
"
11031,O,,,,auzi,nume,O,0.003690145,3,0.802325581,"0.8336557059961315
",
11032,S,"""Acc",,,maica,putea,,A,0.902765095,3,0.802325581,"0.8336557059961315
"
11033,O,,,,roade,oase,A,0.999756873,3,0.802325581,"0.8336557059961315
",
11034,A,"""Acc",,,pielea,putea,ne,O,0.047243994,3,0.802325581,"0.8336557059961315
"
11035,S,"""Acc",,,mama,putea,,A,0.999998569,3,0.802325581,"0.8336557059961315
"
11036,O,"""Acc",,,,ridica,casa,O,0.050293539,3,0.802325581,"0.8336557059961315
"
11037,S,"""Acc",,,soții,putea,,A,0.5,3,0.802325581,"0.8336557059961315
"
11038,S,"""Acc",,,Muma,putea,,A,0.999999285,3,0.802325581,"0.8336557059961315
"
11039,O,,,,vedea,fiu,O,0.218503937,3,0.802325581,"0.8336557059961315
",
11040,S,,,copii,beneficia,,A,0.998069346,3,0.802325581,"0.8336557059961315
",
11041,S,"""Acc",,,școlile,continua,,A,0.849578381,3,0.802325581,"0.8336557059961315
"
11042,O,,,,juca,rol,A,0.5,3,0.802325581,"0.8336557059961315
",
11043,S,"""Acc",,,Biserica,da,,A,0.999999881,3,0.802325581,"0.8336557059961315
"
11044,O,,,,purta,banderole,O,0.000121329,3,0.802325581,"0.8336557059961315
",
11045,A,"""Acc",,,membrii,cere,miniștrilor,O,0.304817438,3,0.802325581,"0.8336557059961315
"
11046,O,"""Dat",,,,cere,miniștrilor,A,0.59317565,3,0.802325581,"0.8336557059961315
"
11047,O,,,,emite,judecăți,O,0.001651005,3,0.802325581,"0.8336557059961315
",
11048,S,"""Acc",,,tribunalele,face,,O,0.003403762,3,0.802325581,"0.8336557059961315
"
11049,S-passive,"""Acc",,,untul,ține,,A,0.999996185,3,0.802325581,"0.8336557059961315
"
11050,S,"""Acc",,,polițiștii,avansa,,A,0.999999881,3,0.802325581,"0.8336557059961315
"
11051,S,"""Acc",,,englezul,cruța,,O,0.085975744,3,0.802325581,"0.8336557059961315
"
11052,S,,,cuplu,face,,O,0.000499246,3,0.802325581,"0.8336557059961315
",
11053,S,"""Acc",,,Fanul,aresta,,A,0.965576589,3,0.802325581,"0.8336557059961315
"
11054,A,"""Acc",,,utilizarea,încălca,principiile,O,0.492782444,3,0.802325581,"0.8336557059961315
"
11055,O,"""Acc",,,,încălca,principiile,O,0.000278673,3,0.802325581,"0.8336557059961315
"
11056,O,"""Acc",,,,interzice,suferința,O,0.000602565,3,0.802325581,"0.8336557059961315
"
11057,O,"""Dat",,,,aduce,mediului,O,0.195511013,3,0.802325581,"0.8336557059961315
"
11058,O,"""Dat",,,,dăuna,populației,O,0.000159176,3,0.802325581,"0.8336557059961315
"
11059,S,"""Acc",,,Diatriba,întrerupe,,A,0.999951243,3,0.802325581,"0.8336557059961315
"
11060,O,,,,cunoaște,proprietari,O,0.393022329,3,0.802325581,"0.8336557059961315
",
11061,O,,,,vedea,păstori,O,0.049841624,3,0.802325581,"0.8336557059961315
",
11062,O,"""Acc",,,,căra,corturile,O,0.024870276,3,0.802325581,"0.8336557059961315
"
11063,A-aux,"""Acc",,,Caii,avea,nevoie,A,1,3,0.802325581,"0.8336557059961315
"
11064,O-aux,"""Acc",,,,avea,nevoie,O,8.63E-06,3,0.802325581,"0.8336557059961315
"
11065,S,"""Acc",,,apa,deveni,,A,0.889127254,3,0.802325581,"0.8336557059961315
"
11066,A,"""Acc",,,Concentrarea,calma,#NAME?,A,0.999982119,3,0.802325581,"0.8336557059961315
"
11067,O,"""Acc",,,,alina,grijile,O,4.08E-08,3,0.802325581,"0.8336557059961315
"
11068,S,,,Bubuituri,amenința,,A,1,3,0.802325581,"0.8336557059961315
",
11069,S,"""Acc",,,Juriul,dispărea,,A,1,3,0.802325581,"0.8336557059961315
"
11070,O,"""Acc",,,,continua,deliberările,O,3.04E-08,3,0.802325581,"0.8336557059961315
"
11071,O,"""Acc",,,,strica,operațiune,O,2.04E-05,3,0.802325581,"0.8336557059961315
"
11072,O,"""Acc",,,,rupe,ciocolata,O,0.163193837,3,0.802325581,"0.8336557059961315
"
11073,S,,,hectare,încăpea,,O,0.000312951,3,0.802325581,"0.8336557059961315
",
11074,O,"""Acc",,,,interpreta,manevra,O,2.71E-07,3,0.802325581,"0.8336557059961315
"
11075,A,"""Dat",,,D-lui,plăcea,îi,A,0.999946475,3,0.802325581,"0.8336557059961315
"
11076,O,"""Acc",,,,adăuga,culoare,O,0.000115934,3,0.802325581,"0.8336557059961315
"
11077,O,"""Dat",,,,adăuga,zilelor,O,0.000502942,3,0.802325581,"0.8336557059961315
"
11078,A,"""Acc",,,Sistemul,întoarce,informația,A,1,3,0.802325581,"0.8336557059961315
"
11079,O,"""Acc",,,,întoarce,informația,O,0.168955788,3,0.802325581,"0.8336557059961315
"
11080,O,"""Acc",,,,urmări,ochii,O,0.016366538,3,0.802325581,"0.8336557059961315
"
11081,S,,,tapiserii,fi,,O,0.00151171,3,0.802325581,"0.8336557059961315
",
11082,S,,,purtător,spune,,O,0.235221684,3,0.802325581,"0.8336557059961315
",
11083,S,"""Acc",,,d-na,muri,,A,0.99471128,3,0.802325581,"0.8336557059961315
"
11084,S,"""Acc",,,soțul,trece,,A,0.530250072,3,0.802325581,"0.8336557059961315
"
11085,S,"""Acc",,,Tatăl,trece,,A,0.999219537,3,0.802325581,"0.8336557059961315
"
11086,S,"""Acc",,,legendă,trece,,A,0.741853774,3,0.802325581,"0.8336557059961315
"
11087,S,,,Fernando,muri,,O,0.017547667,3,0.802325581,"0.8336557059961315
",
11088,O,"""Acc",,,,pierde,viața,O,0.028640306,3,0.802325581,"0.8336557059961315
"
11089,S,"""Acc",,,mamă,trece,,O,0.213013798,3,0.802325581,"0.8336557059961315
"
11090,S,,,Oonagh,dispărea,,A,0.999964118,3,0.802325581,"0.8336557059961315
",
11091,A,"""Acc",,,cumpărătorul,folosi,bunurile,A,0.999960899,3,0.802325581,"0.8336557059961315
"
11092,O,"""Acc",,,,folosi,bunurile,O,9.54E-07,3,0.802325581,"0.8336557059961315
"
11093,O,"""Acc",,,,încălca,contractul,O,4.52E-07,3,0.802325581,"0.8336557059961315
"
11094,S,,,oameni,pieri,,O,0.00986985,3,0.802325581,"0.8336557059961315
",
11095,O,"""Acc",,,,parcurge,rută,O,0.001409786,3,0.802325581,"0.8336557059961315
"
11096,S,"""Acc",,,viață,deveni,,A,0.994337022,3,0.802325581,"0.8336557059961315
"
11097,S,,,Celia,pieri,,A,1,3,0.802325581,"0.8336557059961315
",
11098,O,,,,binecuvânta,turn,O,0.002034952,3,0.802325581,"0.8336557059961315
",
11099,S,"""Acc",,,zidarii,muri,,O,0.161590308,3,0.802325581,"0.8336557059961315
"
11100,S,,,prieten,spune,,O,0.001220139,3,0.802325581,"0.8336557059961315
",
11101,S-passive,"""Acc",,,controlul,relaxa,,A,0.990332305,3,0.802325581,"0.8336557059961315
"
11102,S,"""Acc",,,inflația,pieri,,A,0.990485966,3,0.802325581,"0.8336557059961315
"
11103,S,"""Acc",,,carasul,pieri,,A,0.99679786,3,0.802325581,"0.8336557059961315
"
11104,A,"""Acc",,,guvernul,introduce,Actele,A,0.994061172,3,0.802325581,"0.8336557059961315
"
11105,O,"""Acc",,,,introduce,Actele,O,0.100854024,3,0.802325581,"0.8336557059961315
"
11106,S,,,muncitori,pieri,,O,0.048835777,3,0.802325581,"0.8336557059961315
",
11107,S,"""Acc",,,mină,exploda,,O,0.000469112,3,0.802325581,"0.8336557059961315
"
11108,S-passive,,,cuplu,judeca,,O,0.081707068,3,0.802325581,"0.8336557059961315
",
11109,S-passive,,,magazine,închide,,A,0.999896169,3,0.802325581,"0.8336557059961315
",
11110,S,"""Acc",,,proprietarii,pieri,,A,0.990837872,3,0.802325581,"0.8336557059961315
"
11111,S,,,Bradbury,muri,,O,0.100293055,3,0.802325581,"0.8336557059961315
",
11112,S,"""Acc",,,majoritatea,părea,,A,0.99998796,3,0.802325581,"0.8336557059961315
"
11113,S,,,gonococcus,pieri,,A,0.999999285,3,0.802325581,"0.8336557059961315
",
11114,A,"""Acc",,,Președintele,face,renumele,A,0.969764352,3,0.802325581,"0.8336557059961315
"
11115,O,"""Acc",,,,face,renumele,O,3.54E-08,3,0.802325581,"0.8336557059961315
"
11116,S,,,oameni,pieri,,O,0.059478741,3,0.802325581,"0.8336557059961315
",
11117,S,"""Acc",,,bunurile,pieri,,O,0.438976973,3,0.802325581,"0.8336557059961315
"
11118,S,"""Acc",,,contractul,face,,O,8.63E-05,3,0.802325581,"0.8336557059961315
"
11119,S,"""Acc",,,Biserica,putea,,A,0.999470174,3,0.802325581,"0.8336557059961315
"
11120,O,"""Acc",,,,vedea,răul,O,0.011548321,3,0.802325581,"0.8336557059961315
"
11121,S,"""Acc",,,Concertul,avea,,A,0.999998927,3,0.802325581,"0.8336557059961315
"
11122,S-aux,"""Acc",,,Funeraliile,avea,,A,0.992287636,3,0.802325581,"0.8336557059961315
"
11123,S,,,episod,desfășura,,A,0.991700232,3,0.802325581,"0.8336557059961315
",
11124,S,"""Acc",,,Operația,avea,,A,0.999996305,3,0.802325581,"0.8336557059961315
"
11125,S,"""Acc",,,spânzurătoare,avea,,O,0.000466356,3,0.802325581,"0.8336557059961315
"
11126,S,"""Acc",,,Negocierile,avea,,A,0.997867823,3,0.802325581,"0.8336557059961315
"
11127,S,"""Acc",,,Partidul,forma,,A,0.903234899,3,0.802325581,"0.8336557059961315
"
11128,S,,,studiu,desfășura,,A,1,3,0.802325581,"0.8336557059961315
",
11129,S,"""Acc",,,Tranziția,avea,,A,0.999839783,3,0.802325581,"0.8336557059961315
"
11130,S-expletive,"""Acc",,,organele,dubla,altele,A,0.915099204,3,0.802325581,"0.8336557059961315
"
11131,S,"""Acc",,,oasele,înmuia,,A,0.999571502,3,0.802325581,"0.8336557059961315
"
11132,S,,,proeminențe,apărea,,O,9.03E-05,3,0.802325581,"0.8336557059961315
",
11133,O,"""Acc",,,,perfora,pielea,O,2.55E-06,3,0.802325581,"0.8336557059961315
"
11134,S,"""Acc",,,dezvoltare,avea,,A,0.920389831,3,0.802325581,"0.8336557059961315
"
11135,S-passive,,,vagoane,adăuga,,O,9.26E-08,3,0.802325581,"0.8336557059961315
",
11136,S,"""Acc",,,discuție,avea,,O,0.004469678,3,0.802325581,"0.8336557059961315
"
11137,S-expletive,,,Tyrell,spune,lui,O,0.017732196,3,0.802325581,"0.8336557059961315
",
11138,S,"""Acc",,,Purtătorul,spune,,A,0.784661472,3,0.802325581,"0.8336557059961315
"
11139,S,,,Discuții,avea,,A,0.972906709,3,0.802325581,"0.8336557059961315
",
11140,O,"""Acc",,,,face,situația,O,0.000332926,3,0.802325581,"0.8336557059961315
"
11141,S,,,lupte,desfășura,,O,0.001345655,3,0.802325581,"0.8336557059961315
",
11142,O,"""Acc",,,,suspecta,adevărul,O,0.12598148,3,0.802325581,"0.8336557059961315
"
11143,S,"""Acc",,,interviul,desfășura,,O,1.61E-05,3,0.802325581,"0.8336557059961315
"
11144,S,"""Acc",,,abordare,avea,,O,0.015970146,3,0.802325581,"0.8336557059961315
"
11145,S,,,incident,avea,,O,0.06350515,3,0.802325581,"0.8336557059961315
",
11146,O,"""Acc",,,,lua,prânzul,O,3.54E-08,3,0.802325581,"0.8336557059961315
"
11147,S,,,Masacre,avea,,A,0.999989867,3,0.802325581,"0.8336557059961315
",
11148,S,"""Acc",,,Festivalul,avea,,A,0.999998569,3,0.802325581,"0.8336557059961315
"
11149,S,,,alegeri,avea,,A,0.890111864,3,0.802325581,"0.8336557059961315
",
11150,S-passive,"""Acc",,,Regiunea,guverna,,A,0.999925017,3,0.802325581,"0.8336557059961315
"
11151,S,,,întâlniri,desfășura,,O,0.188588202,3,0.802325581,"0.8336557059961315
",
11152,S,"""Acc",,,cartofii,încălzi,,A,0.99590528,3,0.802325581,"0.8336557059961315
"
11153,S,"""Acc",,,granulele,crește,,A,0.792212307,3,0.802325581,"0.8336557059961315
"
11154,S,"""Acc",,,celuloza,înmuia,,A,1,3,0.802325581,"0.8336557059961315
"
11155,S,"""Acc",,,pectina,deveni,,A,0.995680451,3,0.802325581,"0.8336557059961315
"
11156,A,,,Drachenfels,face,majoritatea,A,0.67167908,3,0.802325581,"0.8336557059961315
",
11157,O,"""Acc",,,,face,majoritatea,O,0.002732285,3,0.802325581,"0.8336557059961315
"
11158,S,,,spectacol,avea,,A,0.997014046,3,0.802325581,"0.8336557059961315
",
11159,S,"""Acc",,,Spectacolul,avea,,O,0.001877934,3,0.802325581,"0.8336557059961315
"
11160,O,"""Acc",,,,pune,viața,A,0.965018094,3,0.802325581,"0.8336557059961315
"
11161,S,"""Acc",,,autoritățile,renunța,,A,0.975405037,3,0.802325581,"0.8336557059961315
"
11162,O,"""Acc",,,,ștampila,pașapoartele,O,0.000653493,3,0.802325581,"0.8336557059961315
"
11163,A,"""Acc",,,întreruperea,constitui,îngrijire,A,0.995333612,3,0.802325581,"0.8336557059961315
"
11164,O,"""Acc",,,,constitui,îngrijire,O,2.85E-06,3,0.802325581,"0.8336557059961315
"
11165,S,"""Acc",,,Poliția,îndreptăți,,A,1,3,0.802325581,"0.8336557059961315
"
11166,O,"""Dat",,,,spune,persoanei,O,1.23E-06,3,0.802325581,"0.8336557059961315
"
11167,O,"""Acc",,,,înceta,proferarea,O,0.025594132,3,0.802325581,"0.8336557059961315
"
11168,O,"""Acc",,,,constitui,încălcare,O,0.004427813,3,0.802325581,"0.8336557059961315
"
11169,O,,,,vizita,școli,O,0.000537071,3,0.802325581,"0.8336557059961315
",
11170,O,,,,supune,risc,O,0.059393086,3,0.802325581,"0.8336557059961315
",
11171,O,"""Acc",,,,supune,copiii,O,8.24E-06,3,0.802325581,"0.8336557059961315
"
11172,S-passive,"""Acc",,,Descoperirile,înregistra,,A,0.810512841,3,0.802325581,"0.8336557059961315
"
11173,S-passive,"""Acc",,,serviciul,întrerupe,,O,0.046262082,3,0.802325581,"0.8336557059961315
"
11174,S,,,Jarrett,încheia,,A,0.999998808,3,0.802325581,"0.8336557059961315
",
11175,S-passive,"""Acc",,,examinarea,întrerupe,,O,0.134975523,3,0.802325581,"0.8336557059961315
"
11176,S-passive,"""Acc",,,Fapta,raporta,,A,0.999997497,3,0.802325581,"0.8336557059961315
"
11177,S-passive,"""Acc",,,procedurile,suspenda,,O,0.013550442,3,0.802325581,"0.8336557059961315
"
11178,S,,,Dr.,trece,,A,0.999999881,3,0.802325581,"0.8336557059961315
",
11179,O,"""Acc",,,,conduce,campania,O,0.003507626,3,0.802325581,"0.8336557059961315
"
11180,O,,,,lua,măsuri,O,1.79E-05,3,0.802325581,"0.8336557059961315
",
11181,S,"""Acc",,,campioană,renunța,,O,0.190964639,3,0.802325581,"0.8336557059961315
"
11182,O,"""Acc",,,,admira,performanțele,A,0.89086777,3,0.802325581,"0.8336557059961315
"
11183,S,,,Jancey,înceta,,A,0.985962451,3,0.802325581,"0.8336557059961315
",
11184,S,,,Maggin,renunța,,A,0.999805868,3,0.802325581,"0.8336557059961315
",
11185,A,"""Acc",,,Comisia,prezida,ședințele,A,0.999999523,3,0.802325581,"0.8336557059961315
"
11186,O,"""Acc",,,,prezida,ședințele,O,0.131841928,3,0.802325581,"0.8336557059961315
"
11187,S,"""Acc",,,transportul,avea,,A,0.999298573,3,0.802325581,"0.8336557059961315
"
11188,S,"""Acc",,,secretarul,putea,,A,0.999983668,3,0.802325581,"0.8336557059961315
"
11189,O,"""Acc",,,,delega,persoană,O,0.003784645,3,0.802325581,"0.8336557059961315
"
11190,O,"""Acc",,,,ocupa,locul,O,9.74E-09,3,0.802325581,"0.8336557059961315
"
11191,O,"""Acc",,,,asigura,asistența,A,0.5,3,0.802325581,"0.8336557059961315
"
11192,A,"""Acc",,,statele,contesta,rezultatele,A,0.999999523,3,0.802325581,"0.8336557059961315
"
11193,O,"""Acc",,,,contesta,rezultatele,O,0.000608055,3,0.802325581,"0.8336557059961315
"
11194,A,"""Acc",,,Comisia,negocia,acord,A,1,3,0.802325581,"0.8336557059961315
"
11195,O,,,,negocia,acord,O,3.78E-05,3,0.802325581,"0.8336557059961315
",
11196,A,"""Acc",,,Comisia,negocia,protocol,A,1,3,0.802325581,"0.8336557059961315
"
11197,O,,,,negocia,protocol,O,4.87E-06,3,0.802325581,"0.8336557059961315
",
11198,A,"""Acc",,,marcarea,favoriza,reciclarea,A,0.999734938,3,0.802325581,"0.8336557059961315
"
11199,O,"""Acc",,,,favoriza,reciclarea,A,0.592749774,3,0.802325581,"0.8336557059961315
"
11200,S-passive,"""Acc",,,textul,atașa,,O,0.024170343,3,0.802325581,"0.8336557059961315
"
11201,O,,,,constitui,acord,O,7.45E-06,3,0.802325581,"0.8336557059961315
",
11202,O,"""Dat",,,,aduce,anexei,O,2.28E-06,3,0.802325581,"0.8336557059961315
"
11203,S-passive,"""Acc",,,Cererile,respinge,,A,1,3,0.802325581,"0.8336557059961315
"
11204,O,,,,asocia,tineri,O,0.000134641,3,0.802325581,"0.8336557059961315
",
11205,A,"""Acc",,,Autoritățile,face,eforturi,A,1,3,0.802325581,"0.8336557059961315
"
11206,O,,,,face,eforturi,O,1.01E-05,3,0.802325581,"0.8336557059961315
",
11207,S-passive,"""Acc",,,Operațiunea,lansa,,A,0.99996829,3,0.802325581,"0.8336557059961315
"
11208,S-passive,"""Acc",,,Autorizația,acorda,,A,1,3,0.802325581,"0.8336557059961315
"
11209,S,"""Acc",,,semnarea,fi,,O,4.19E-08,3,0.802325581,"0.8336557059961315
"
11210,S,"""Acc",,,Suma,putea,,A,1,3,0.802325581,"0.8336557059961315
"
11211,A,"""Acc",,,Consiliul,reexamina,decizie,A,0.993078768,3,0.802325581,"0.8336557059961315
"
11212,O,"""Acc",,,,reexamina,decizie,O,0.042311892,3,0.802325581,"0.8336557059961315
"
11213,S,"""Acc",,,Statele,asigura,,A,0.999075532,3,0.802325581,"0.8336557059961315
"
11214,A,"""Acc",,,peștii,contamina,apă,A,0.999818981,3,0.802325581,"0.8336557059961315
"
11215,O,"""Acc",,,,contamina,apă,O,5.10E-08,3,0.802325581,"0.8336557059961315
"
11216,S,"""Acc",,,Autoritățile,angaja,,A,1,3,0.802325581,"0.8336557059961315
"
11217,O,"""Acc",,,,informa,Republica,A,0.907707095,3,0.802325581,"0.8336557059961315
"
11218,A,"""Acc",,,Statele,simplifica,procedurile,A,0.999999404,3,0.802325581,"0.8336557059961315
"
11219,O,"""Acc",,,,simplifica,procedurile,O,0.001780171,3,0.802325581,"0.8336557059961315
"
11220,S-passive,"""Acc",,,procedură,repeta,,A,0.952655375,3,0.802325581,"0.8336557059961315
"
11221,A,"""Acc",,,Principatul,păstra,25%,A,0.999942303,3,0.802325581,"0.8336557059961315
"
11222,O,"""Acc",,,,transfera,restul,O,0.232153803,3,0.802325581,"0.8336557059961315
"
11223,O,"""Dat",,,,transfera,statului,O,0.225660264,3,0.802325581,"0.8336557059961315
"
11224,O,"""Acc",,,,avea,reședința,O,4.71E-08,3,0.802325581,"0.8336557059961315
"
11225,A,"""Acc",,,beneficiarul,avea,reședința,O,0.000299904,3,0.802325581,"0.8336557059961315
"
11226,S-passive,"""Acc",,,inspecție,efectua,,O,0.000358923,3,0.802325581,"0.8336557059961315
"
11227,S-passive,"""Acc",,,produsele,produce,,O,0.018060796,3,0.802325581,"0.8336557059961315
"
11228,O,"""Acc",,,,verifica,faptul,O,4.86E-06,3,0.802325581,"0.8336557059961315
"
11229,A,"""Acc",,,Inspectorul,certifica,faptul,A,1,3,0.802325581,"0.8336557059961315
"
11230,O,"""Acc",,,,certifica,faptul,O,6.27E-06,3,0.802325581,"0.8336557059961315
"
11231,A,"""Acc",,,persoanele,trece,examen,O,0.018428128,3,0.802325581,"0.8336557059961315
"
11232,O,,,,trece,examen,O,0.003398773,3,0.802325581,"0.8336557059961315
",
11233,O,"""Acc",,,,verifica,aplicarea,O,0.035024066,3,0.802325581,"0.8336557059961315
"
11234,O,"""Acc",,,,verifica,faptul,O,5.45E-07,3,0.802325581,"0.8336557059961315
"
11235,A,"""Acc",,,Articolul,solicita,statelor,A,0.996199191,3,0.802325581,"0.8336557059961315
"
11236,O,"""Dat",,,,solicita,statelor,O,0.433086872,3,0.802325581,"0.8336557059961315
"
11237,S-passive,"""Acc",,,rapoartele,verifica,,O,0.05229855,3,0.802325581,"0.8336557059961315
"
11238,S,,,verificator,însemna,,A,0.999992371,3,0.802325581,"0.8336557059961315
",
11239,S-passive,"""Acc",,,rigla,scurta,,A,0.999996662,3,0.802325581,"0.8336557059961315
"
11240,O,,,,evita,contact,O,6.14E-05,3,0.802325581,"0.8336557059961315
",
11241,A,"""Acc",,,Parbrizul,desemna,partea,A,0.805644095,3,0.802325581,"0.8336557059961315
"
11242,O,"""Acc",,,,desemna,partea,O,0.313758671,3,0.802325581,"0.8336557059961315
"
11243,O,"""Acc",,,,întruni,cerințele,O,0.291077286,3,0.802325581,"0.8336557059961315
"
11244,S-passive,"""Acc",,,Încercările,realiza,,A,0.999503016,3,0.802325581,"0.8336557059961315
"
11245,O,"""Acc",,,,aduce,atingere,O,5.12E-07,3,0.802325581,"0.8336557059961315
"
11246,O,"""Dat",,,,aduce,acordurilor,O,0.007171142,3,0.802325581,"0.8336557059961315
"
11247,A,"""Acc",,,Principatul,aplica,acord,A,0.999662399,3,0.802325581,"0.8336557059961315
"
11248,O,,,,aplica,acord,O,0.015853563,3,0.802325581,"0.8336557059961315
",
11249,O,"""Acc",,,,adresa,notificare,O,5.59E-05,3,0.802325581,"0.8336557059961315
"
11250,O,"""Dat",,,,adresa,Comunității,O,0.000174569,3,0.802325581,"0.8336557059961315
"
11251,S-passive,"""Acc",,,înălțimea,fixa,,A,0.5,3,0.802325581,"0.8336557059961315
"
11252,S-passive,"""Acc",,,influența,lua,,O,0.155708402,3,0.802325581,"0.8336557059961315
"
11253,S-passive,,,accelerometru,monta,,A,0.856515467,3,0.802325581,"0.8336557059961315
",
11254,S-passive,"""Acc",,,suprafețele,trata,,A,0.860973716,3,0.802325581,"0.8336557059961315
"
11255,S,"""Acc",,,Autoritățile,verifica,,A,1,3,0.802325581,"0.8336557059961315
"
11256,S-passive,,,lot,însoți,,O,0.005692974,3,0.802325581,"0.8336557059961315
",
11257,A,"""Acc",,,Nevoia,determina,creșterea,A,0.991740465,3,0.802325581,"0.8336557059961315
"
11258,O,,,,aduce,echipe,O,0.093743242,3,0.802325581,"0.8336557059961315
",
11259,O,"""Acc",,,,determina,creșterea,A,0.900593877,3,0.802325581,"0.8336557059961315
"
11260,A,"""Acc",,,Statele,notifica,cazurile,A,1,3,0.802325581,"0.8336557059961315
"
11261,O,"""Dat",,,,notifica,Comisiei,O,0.009265286,3,0.802325581,"0.8336557059961315
"
11262,O,"""Acc",,,,notifica,cazurile,O,0.007307291,3,0.802325581,"0.8336557059961315
"
11263,A,"""Acc",,,loturile,îndeplini,condițiile,O,0.10947556,3,0.802325581,"0.8336557059961315
"
11264,O,"""Acc",,,,îndeplini,condițiile,O,2.64E-05,3,0.802325581,"0.8336557059961315
"
11265,A,"""Acc",,,certificatul,purta,mențiunea,A,0.999970436,3,0.802325581,"0.8336557059961315
"
11266,O,"""Acc",,,,purta,mențiunea,O,0.000122993,3,0.802325581,"0.8336557059961315
"
11267,A,,,lot,îndeplini,condițiile,O,0.37597546,3,0.802325581,"0.8336557059961315
",
11268,O,"""Acc",,,,îndeplini,condițiile,O,0.00020742,3,0.802325581,"0.8336557059961315
"
11269,A,"""Acc",,,statul,consulta,statul,A,0.999992609,3,0.802325581,"0.8336557059961315
"
11270,O,"""Acc",,,,consulta,statul,O,0.067948021,3,0.802325581,"0.8336557059961315
"
11271,S,"""Acc",,,Comisia,proceda,,A,1,3,0.802325581,"0.8336557059961315
"
11272,S,"""Acc",,,Semnatarii,declara,,A,0.997003257,3,0.802325581,"0.8336557059961315
"
11273,A,"""Acc",,,semnarea,constitui,pas,O,6.60E-05,3,0.802325581,"0.8336557059961315
"
11274,O,,,,constitui,pas,O,5.08E-08,3,0.802325581,"0.8336557059961315
",
11275,S,"""Acc",,,țara,deveni,,A,0.998591959,3,0.802325581,"0.8336557059961315
"
11276,S,"""Acc",,,Emisiile,exclude,,A,0.99991405,3,0.802325581,"0.8336557059961315
"
11277,A,"""Acc",,,Contribuția,aduce,autonomiei,A,0.954674363,3,0.802325581,"0.8336557059961315
"
11278,O,"""Dat",,,,aduce,autonomiei,O,6.52E-07,3,0.802325581,"0.8336557059961315
"
11279,S,"""Acc",,,comparația,baza,,A,1,3,0.802325581,"0.8336557059961315
"
11280,A,"""Acc",,,Observatorul,înțelege,impactul,A,0.99990654,3,0.802325581,"0.8336557059961315
"
11281,O,"""Acc",,,,înțelege,impactul,O,0.007197344,3,0.802325581,"0.8336557059961315
"
11282,S,,,emisii,rezulta,,O,1.01E-07,3,0.802325581,"0.8336557059961315
",
11283,S-passive,"""Acc",,,Documentația,păstra,,A,1,3,0.802325581,"0.8336557059961315
"
11284,S-passive,,,CO2,calcula,,A,1,3,0.802325581,"0.8336557059961315
",
11285,S,"""Acc",,,Consiliul,putea,,A,0.997914374,3,0.802325581,"0.8336557059961315
"
11286,S,"""Acc",,,Membrii,risca,,A,0.998922348,3,0.802325581,"0.8336557059961315
"
11287,O,"""Acc",,,,justifica,acordarea,O,0.018628797,3,0.802325581,"0.8336557059961315
"
11288,S,"""Acc",,,Membrii,angaja,,A,0.979623973,3,0.802325581,"0.8336557059961315
"
11289,S-passive,"""Acc",,,Numele,menționa,,A,0.999789178,3,0.802325581,"0.8336557059961315
"
11290,O,,,,trata,probleme,A,0.943690777,3,0.802325581,"0.8336557059961315
",
11291,S-passive,"""Acc",,,plăcile,examina,,O,0.053982072,3,0.802325581,"0.8336557059961315
"
11292,O,,,,folosi,cititor,O,0.000123198,3,0.802325581,"0.8336557059961315
",
11293,S-passive,"""Acc",,,efectul,examina,,O,0.012156225,3,0.802325581,"0.8336557059961315
"
11294,A-passive,"""Acc",,,carnea,supune,examinări,A,0.999951482,3,0.802325581,"0.8336557059961315
"
11295,O,"""Dat",,,,supune,examinări,O,0.000843863,3,0.802325581,"0.8336557059961315
"
11296,O,,,,da,rezultate,O,0.275882125,3,0.802325581,"0.8336557059961315
",
11297,S-passive,"""Acc",,,circulația,interzice,,A,0.593983054,3,0.802325581,"0.8336557059961315
"
11298,O,,,,atribui,situații,O,1.46E-05,3,0.802325581,"0.8336557059961315
",
11299,S-expletive-passive,,,cod,atribui,situații,O,0.003797907,3,0.802325581,"0.8336557059961315
",
11300,A,"""Acc",,,Capitolul,cuprinde,vehiculele,A,0.999352396,3,0.802325581,"0.8336557059961315
"
11301,O,"""Acc",,,,cuprinde,vehiculele,O,0.053934254,3,0.802325581,"0.8336557059961315
"
11302,O,"""Acc",,,,zdrobi,căpățână,A,0.970837951,3,0.802325581,"0.8336557059961315
"
